movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,combination
call me by your name,Luca Guadagnino,Timothée Chalamet,Armie Hammer,Michael Stuhlbarg,Romance Drama,luca guadagnino timothée chalamet armie hammer michael stuhlbarg romance drama
iboy,Adam Randall,Bill Milner,Maisie Williams,Rory Kinnear,Action Crime Science Fiction Thriller,adam randall bill milner maisie williams rory kinnear action crime science fiction thriller
l'ora legale,Salvatore Ficarra Valentino Picone,Salvatore Ficarra,Valentino Picone,Vincenzo Amato,Comedy,salvatore ficarra valentino picone salvatore ficarra valentino picone vincenzo amato comedy
catfight,Onur Tukel,Sandra Oh,Anne Heche,Alicia Silverstone,Comedy Drama,onur tukel sandra oh anne heche alicia silverstone comedy drama
a ghost story,David Lowery,Casey Affleck,Rooney Mara,Will Oldham,Drama Fantasy Romance,david lowery casey affleck rooney mara will oldham drama fantasy romance
ghost in the shell,Rupert Sanders,Scarlett Johansson,Michael Pitt,Pilou Asbæk,Action Science Fiction Thriller,rupert sanders scarlett johansson michael pitt pilou asbæk action science fiction thriller
pork pie,Matt Murphy,Dean O'Gorman,James Rolleston,Ashleigh Cummings,Action Comedy Crime,matt murphy dean o'gorman james rolleston ashleigh cummings action comedy crime
bill burr: walk your way out,Jay Karas,Bill Burr,unknown,unknown,Comedy,jay karas bill burr unknown unknown comedy
xx,Karyn Kusama Jovanka Vuckovic Roxanne Benjamin St. Vincent,Natalie Brown,Melanie Lynskey,Breeda Wool,Horror,karyn kusama jovanka vuckovic roxanne benjamin st. vincent natalie brown melanie lynskey breeda wool horror
ok jaanu,Shaad Ali,Aditya Roy Kapoor,Shraddha Kapoor,Leela Samson,Drama Romance,shaad ali aditya roy kapoor shraddha kapoor leela samson drama romance
fifty shades darker,James Foley,Dakota Johnson,Jamie Dornan,Eric Johnson,Drama Romance,james foley dakota johnson jamie dornan eric johnson drama romance
wilson,Craig Johnson,Woody Harrelson,Sandy Oian-Thomas,Shaun Brown,Drama Comedy,craig johnson woody harrelson sandy oian-thomas shaun brown drama comedy
attraction,Fyodor Bondarchuk,Rinal Mukhametov,Sergey Garmash,Oleg Menshikov,Drama Romance Science Fiction,fyodor bondarchuk rinal mukhametov sergey garmash oleg menshikov drama romance science fiction
family heist,Pascal Bourdiaux,Jean Reno,Reem Kherici,Camille Chamoux,Comedy,pascal bourdiaux jean reno reem kherici camille chamoux comedy
don't knock twice,Caradog W. James,Katee Sackhoff,Lucy Boynton,Javier Botet,Horror,caradog w. james katee sackhoff lucy boynton javier botet horror
the ticket,Ido Fluk,Dan Stevens,Malin Åkerman,Kerry Bishé,Drama,ido fluk dan stevens malin åkerman kerry bishé drama
lavender,Ed Gass-Donnelly,Abbie Cornish,Dermot Mulroney,Diego Klattenhoff,Drama Thriller,ed gass-donnelly abbie cornish dermot mulroney diego klattenhoff drama thriller
detour,Christopher Smith,Tye Sheridan,Bel Powley,Emory Cohen,Thriller,christopher smith tye sheridan bel powley emory cohen thriller
the book of love,Bill Purple,Jason Sudeikis,Maisie Williams,Jessica Biel,Drama,bill purple jason sudeikis maisie williams jessica biel drama
the other side of hope,Aki Kaurismäki,Sakari Kuosmanen,Sherwan Haji,Simon Al-Bazoon,Comedy Drama,aki kaurismäki sakari kuosmanen sherwan haji simon al-bazoon comedy drama
trumped: inside the greatest political upset of all time,Banks Tarver Ted Bourne Mary Robertson,Donald Trump,unknown,unknown,Documentary,banks tarver ted bourne mary robertson donald trump unknown unknown documentary
hickey,Alex Grossman,Troy Doherty,Flavia Watson,Raychel Diane Weiner,Comedy,alex grossman troy doherty flavia watson raychel diane weiner comedy
the man who was too free,Вера Кричевская,unknown,unknown,unknown,Documentary,вера кричевская unknown unknown unknown documentary
orphan,Arnaud des Pallières,Adèle Exarchopoulos,Adèle Haenel,Solène Rigot,Drama,arnaud des pallières adèle exarchopoulos adèle haenel solène rigot drama
black snow,Martín Hodara,Ricardo Darín,Leonardo Sbaraglia,Laia Costa,Mystery Drama Crime Thriller,martín hodara ricardo darín leonardo sbaraglia laia costa mystery drama crime thriller
neal brennan: 3 mics,Neal Brennan,Neal Brennan,unknown,unknown,Comedy,neal brennan neal brennan unknown unknown comedy
"michael bolton's big, sexy valentine's day special",Akiva Schaffer Scott Aukerman,Michael Bolton,Adam Scott,Sarah Shahi,Comedy Music,akiva schaffer scott aukerman michael bolton adam scott sarah shahi comedy music
lost in florence,Evan Oppenheimer,Brett Dalton,Emily Atack,Stana Katic,Adventure Drama Romance,evan oppenheimer brett dalton emily atack stana katic adventure drama romance
bad kids of crestview academy,Ben Browder,Gina Gershon,Sean Astin,Sammi Hanratty,Mystery Comedy Thriller Science Fiction Fantasy,ben browder gina gershon sean astin sammi hanratty mystery comedy thriller science fiction fantasy
smetto quando voglio: masterclass,Sydney Sibilia,Edoardo Leo,Valerio Aprea,Stefano Fresi,Action Comedy Crime,sydney sibilia edoardo leo valerio aprea stefano fresi action comedy crime
shepherds and butchers,Oliver Schmitz,Andrea Riseborough,Steve Coogan,Deon Lotz,Drama,oliver schmitz andrea riseborough steve coogan deon lotz drama
in dubious battle,James Franco,James Franco,Nat Wolff,Selena Gomez,Drama,james franco james franco nat wolff selena gomez drama
berlin syndrome,Cate Shortland,Teresa Palmer,Max Riemelt,Matthias Habich,Mystery Thriller Drama Horror,cate shortland teresa palmer max riemelt matthias habich mystery thriller drama horror
the citizen,Roland Vranik,unknown,unknown,unknown,Drama,roland vranik unknown unknown unknown drama
all this panic,Jenny Gage,Dusty Rose Ryan,Lena M.,Ginger Leigh Ryan,Documentary,jenny gage dusty rose ryan lena m. ginger leigh ryan documentary
youth in oregon,Joel David Moore,Frank Langella,Billy Crudup,Christina Applegate,Comedy Drama,joel david moore frank langella billy crudup christina applegate comedy drama
song to song,Terrence Malick,Michael Fassbender,Ryan Gosling,Rooney Mara,Drama Music Romance,terrence malick michael fassbender ryan gosling rooney mara drama music romance
to the bone,Marti Noxon,Lily Collins,Carrie Preston,Lili Taylor,Drama,marti noxon lily collins carrie preston lili taylor drama
girlfriend's day,Michael Stephenson,Bob Odenkirk,Amber Tamblyn,Natasha Lyonne,Comedy Drama,michael stephenson bob odenkirk amber tamblyn natasha lyonne comedy drama
have a nice day,Liu Jian,Yang Siming,Cao Kou,Ma Xiaofeng,Animation Crime,liu jian yang siming cao kou ma xiaofeng animation crime
american fable,Anne Hamilton,Peyton Kennedy,Richard Schiff,Kip Pardue,Drama Thriller,anne hamilton peyton kennedy richard schiff kip pardue drama thriller
katherine ryan: in trouble,Colin Dench,Katherine Ryan,unknown,unknown,Comedy,colin dench katherine ryan unknown unknown comedy
my blind date with life,Marc Rothemund,Kostja Ullmann,Anna Maria Mühe,Jacob Matschenz,Comedy,marc rothemund kostja ullmann anna maria mühe jacob matschenz comedy
a good wife,Mirjana Karanović,Mirjana Karanović,Boris Isaković,Marko Nikolić,Drama,mirjana karanović mirjana karanović boris isaković marko nikolić drama
spoor,Agnieszka Holland,Agnieszka Mandat-Grabka,Wiktor Zborowski,Jakub Gierszał,Crime Drama Mystery Thriller,agnieszka holland agnieszka mandat-grabka wiktor zborowski jakub gierszał crime drama mystery thriller
god's own country,Francis Lee,Josh O'Connor,Alec Secareanu,Ian Hart,Romance Drama,francis lee josh o'connor alec secareanu ian hart romance drama
a fantastic woman,Sebastián Lelio,Daniela Vega,Francisco Reyes,Luis Gnecco,Drama,sebastián lelio daniela vega francisco reyes luis gnecco drama
colo,Teresa Villaverde,João Pedro Vaz,Alice Albergaria Borges,Beatriz Batarda,Drama,teresa villaverde joão pedro vaz alice albergaria borges beatriz batarda drama
"ana, my love",Călin Peter Netzer,Mircea Postelnicu,Diana Cavallioti,Carmen Tănase,Drama,călin peter netzer mircea postelnicu diana cavallioti carmen tănase drama
hostages,Rezo Gigineishvili,Irakli Kvirikadze,Tinatin Dalakishvili,Merab Ninidze,Drama,rezo gigineishvili irakli kvirikadze tinatin dalakishvili merab ninidze drama
lovesong,So Yong Kim,Jena Malone,Riley Keough,Jessie Ok Gray,Drama Romance,so yong kim jena malone riley keough jessie ok gray drama romance
jen kirkman: just keep livin',Lance Bangs,Jen Kirkman,unknown,unknown,Comedy,lance bangs jen kirkman unknown unknown comedy
major grom,Vladimir Besedin,Aleksandr Gorbatov,Ivan Fominov,Anton Kuznetsov,Action Adventure Science Fiction Drama,vladimir besedin aleksandr gorbatov ivan fominov anton kuznetsov action adventure science fiction drama
becoming warren buffett,Peter W. Kunhardt Brian Oakes,Warren Buffett,Susan Buffett,Bill Gates,Documentary,peter w. kunhardt brian oakes warren buffett susan buffett bill gates documentary
everybody loves somebody,Catalina Aguilar Mastretta,Karla Souza,José María Yazpik,Ben O'Toole,Romance Comedy,catalina aguilar mastretta karla souza josé maría yazpik ben o'toole romance comedy
r.a.i.d. special unit,Dany Boon,Alice Pol,Dany Boon,Michel Blanc,Action Comedy,dany boon alice pol dany boon michel blanc action comedy
britney ever after,Leslie Libman,Natasha Bassett,Jenna Berman,Matthew Harrison,Drama TV Movie,leslie libman natasha bassett jenna berman matthew harrison drama tv movie
"nick cannon: stand up, don't shoot",Gil Cunha,Nick Cannon,unknown,unknown,Comedy,gil cunha nick cannon unknown unknown comedy
fair haven,Kerstin Karlhuber,Tom Wopat,Michael Grant,Gregory Harrison,Family Drama,kerstin karlhuber tom wopat michael grant gregory harrison family drama
oklahoma city,Barak Goodman,unknown,unknown,unknown,Documentary,barak goodman unknown unknown unknown documentary
asteria,Alexandre Arpentinier Mathieu Blanchys Lola Grand Tristan Lamarca Thomas Lemaille Jean-Charles Lusseau,Benoît Allemane,Gabriel Bismuth-Bienaimé,unknown,Animation Comedy Science Fiction,alexandre arpentinier mathieu blanchys lola grand tristan lamarca thomas lemaille jean-charles lusseau benoît allemane gabriel bismuth-bienaimé unknown animation comedy science fiction
the glass castle,Destin Cretton,Brie Larson,Woody Harrelson,Naomi Watts,Drama,destin cretton brie larson woody harrelson naomi watts drama
fare,Thomas Torrey,Thomas Torrey,Katherine Drew,J.R. Adduci,Drama Thriller,thomas torrey thomas torrey katherine drew j.r. adduci drama thriller
tom of finland,Dome Karukoski,Pekka Strang,Lauri Tilkanen,Jakob Oftebro,Drama,dome karukoski pekka strang lauri tilkanen jakob oftebro drama
donald cried,Kris Avedisian,Louisa Krause,Allie Marshall,Ariana DeFusco,Drama Comedy,kris avedisian louisa krause allie marshall ariana defusco drama comedy
zombie pizza,Mike Dudko,Rachel Barrer,Gleb Kaminer,Shaun Rey,Horror Comedy,mike dudko rachel barrer gleb kaminer shaun rey horror comedy
their finest,Lone Scherfig,Gemma Arterton,Sam Claflin,Bill Nighy,Romance War Comedy Drama,lone scherfig gemma arterton sam claflin bill nighy romance war comedy drama
the ottoman lieutenant,Joseph Ruben,Michiel Huisman,Hera Hilmar,Josh Hartnett,Romance Drama War,joseph ruben michiel huisman hera hilmar josh hartnett romance drama war
lady macbeth,William Oldroyd,Florence Pugh,Cosmo Jarvis,Paul Hilton,Drama,william oldroyd florence pugh cosmo jarvis paul hilton drama
the sense of an ending,Ritesh Batra,Jim Broadbent,Charlotte Rampling,Harriet Walter,Mystery Drama,ritesh batra jim broadbent charlotte rampling harriet walter mystery drama
carrie pilby,Susan Johnson,Bel Powley,Nathan Lane,Gabriel Byrne,Drama Comedy,susan johnson bel powley nathan lane gabriel byrne drama comedy
the institute,James Franco Pamela Romanowsky,James Franco,Tim Blake Nelson,Lori Singer,Thriller,james franco pamela romanowsky james franco tim blake nelson lori singer thriller
internet - o filme,Filippo Capuzzi Lapietra,Felipe Castanhari,Rafinha Bastos,PC Siqueira,Comedy,filippo capuzzi lapietra felipe castanhari rafinha bastos pc siqueira comedy
patients,Mehdi Idir Grand Corps Malade,Pablo Pauly,Soufiane Guerrab,Moussa Mansaly,Drama Comedy,mehdi idir grand corps malade pablo pauly soufiane guerrab moussa mansaly drama comedy
the shack,Stuart Hazeldine,Sam Worthington,Octavia Spencer,Tim McGraw,Drama Fantasy,stuart hazeldine sam worthington octavia spencer tim mcgraw drama fantasy
the bride,Svyatoslav Podgayevskiy,Victoria Agalakova,Vyacheslav Chepurchenko,Alexandra Rebenok,Mystery Horror Thriller,svyatoslav podgayevskiy victoria agalakova vyacheslav chepurchenko alexandra rebenok mystery horror thriller
life,Daniel Espinosa,Jake Gyllenhaal,Rebecca Ferguson,Ryan Reynolds,Horror Science Fiction Thriller,daniel espinosa jake gyllenhaal rebecca ferguson ryan reynolds horror science fiction thriller
kaabil,Sanjay Gupta,Hrithik Roshan,Yami Gautam,Ronit Roy,Action Crime Romance,sanjay gupta hrithik roshan yami gautam ronit roy action crime romance
the raking,Bryan Brewer,Cree Kelly,Allie Rivera,Thatcher Robinson,Horror,bryan brewer cree kelly allie rivera thatcher robinson horror
sleight,J.D. Dillard,Jacob Latimore,Seychelle Gabriel,Sasheer Zamata,Drama Thriller Action Science Fiction,j.d. dillard jacob latimore seychelle gabriel sasheer zamata drama thriller action science fiction
kurt braunohler: trust me,Shannon Hartman,Kurt Braunohler,unknown,unknown,Comedy,shannon hartman kurt braunohler unknown unknown comedy
buster's mal heart,Sarah Adina Smith,Rami Malek,DJ Qualls,Kate Lyn Sheil,Mystery Drama,sarah adina smith rami malek dj qualls kate lyn sheil mystery drama
the king,Han Jae-rim,Jo In-sung,Jung Woo-sung,Bae Seong-woo,Drama Crime,han jae-rim jo in-sung jung woo-sung bae seong-woo drama crime
ghosts of darkness,David Ryan Keith,Michael Koltes,Paul Flannery,Lisa Livingstone,Horror,david ryan keith michael koltes paul flannery lisa livingstone horror
power rangers,Dean Israelite,Dacre Montgomery,Naomi Scott,RJ Cyler,Action Adventure Science Fiction,dean israelite dacre montgomery naomi scott rj cyler action adventure science fiction
alien: covenant,Ridley Scott,Michael Fassbender,Katherine Waterston,Billy Crudup,Horror Science Fiction Thriller,ridley scott michael fassbender katherine waterston billy crudup horror science fiction thriller
beata ignoranza,Massimiliano Bruno,Marco Giallini,Alessandro Gassman,Teresa Romagnoli,Comedy,massimiliano bruno marco giallini alessandro gassman teresa romagnoli comedy
free fire,Ben Wheatley,Sharlto Copley,Armie Hammer,Brie Larson,Action Comedy Crime Thriller,ben wheatley sharlto copley armie hammer brie larson action comedy crime thriller
casting jonbenet,Kitty Green,Hannah Cagwin,Aeona Cruz,Liv Bagley,Documentary,kitty green hannah cagwin aeona cruz liv bagley documentary
django,Etienne Comar,Reda Kateb,Cécile de France,Àlex Brendemühl,Drama,etienne comar reda kateb cécile de france àlex brendemühl drama
amy schumer: the leather special,Amy Schumer,Amy Schumer,unknown,unknown,Comedy,amy schumer amy schumer unknown unknown comedy
unexpected journey,Samuli Valkama,Noah Kin,Heikki Nousiainen,Mikko Nousiainen,Comedy Drama,samuli valkama noah kin heikki nousiainen mikko nousiainen comedy drama
the dinner,Oren Moverman,Richard Gere,Laura Linney,Steve Coogan,Drama Thriller,oren moverman richard gere laura linney steve coogan drama thriller
wild mouse,Josef Hader,Josef Hader,Georg Friedrich,Crina Semciuc,Comedy Crime Drama,josef hader josef hader georg friedrich crina semciuc comedy crime drama
the avenue,Brian Vernick,Cheryl M. Bailey,Louis Ballezzi,Shawn Bittenbender,Crime Drama,brian vernick cheryl m. bailey louis ballezzi shawn bittenbender crime drama
arsenal,Steven C. Miller,Nicolas Cage,Christopher Rob Bowen,Adrian Grenier,Action Crime Thriller,steven c. miller nicolas cage christopher rob bowen adrian grenier action crime thriller
rescue under fire,Adolfo Martínez Pérez,Ariadna Gil,Roberto Álamo,Antonio Garrido,War,adolfo martínez pérez ariadna gil roberto álamo antonio garrido war
jim norton: mouthful of shame,Shannon Hartman,Jim Norton,unknown,unknown,Comedy,shannon hartman jim norton unknown unknown comedy
from straight a's to xxx,Vanessa Parise,Haley Pullos,Judd Nelson,Sasha Clements,Drama,vanessa parise haley pullos judd nelson sasha clements drama
the invisible guardian,Fernando González Molina,Marta Etura ,Elvira Mínguez,Francesc Orella,Thriller,fernando gonzález molina marta etura  elvira mínguez francesc orella thriller
born in china,Lu Chuan,John Krasinski,Zhou Xun,unknown,Documentary,lu chuan john krasinski zhou xun unknown documentary
gemini,Aaron Katz,Lola Kirke,Zoë Kravitz,John Cho,Thriller,aaron katz lola kirke zoë kravitz john cho thriller
